id,codeNaics,titleNaics2,titleNaics3,titleNaics4,titleNaics5,titleNaics6
2006,72111,Hotels (except Casino Hotels) and Motels,Hotels (except Casino Hotels) and Motels,Hotels (except Casino Hotels) and Motels,Hotels (except Casino Hotels) and Motels,Hotels (except Casino Hotels) and Motels
2007,721110,Hotels (except Casino Hotels) and Motels ,Hotels (except Casino Hotels) and Motels ,Hotels (except Casino Hotels) and Motels ,Hotels (except Casino Hotels) and Motels ,Hotels (except Casino Hotels) and Motels 
2008,72112,Casino Hotels,Casino Hotels,Casino Hotels,Casino Hotels,Casino Hotels
2009,721120,Casino Hotels,Casino Hotels,Casino Hotels,Casino Hotels,Casino Hotels
2010,72119,Other Traveler Accommodation,Other Traveler Accommodation,Other Traveler Accommodation,Other Traveler Accommodation,Other Traveler Accommodation
2011,721191,Bed-and-Breakfast Inns ,Bed-and-Breakfast Inns ,Bed-and-Breakfast Inns ,Bed-and-Breakfast Inns ,Bed-and-Breakfast Inns 
2012,721199,All Other Traveler Accommodation ,All Other Traveler Accommodation ,All Other Traveler Accommodation ,All Other Traveler Accommodation ,All Other Traveler Accommodation 
2013,7212,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps
2014,72121,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Recreational Camps
2015,721211,RV (Recreational Vehicle) Parks and Campgrounds ,RV (Recreational Vehicle) Parks and Campgrounds ,RV (Recreational Vehicle) Parks and Campgrounds ,RV (Recreational Vehicle) Parks and Campgrounds ,RV (Recreational Vehicle) Parks and Campgrounds 
2016,721214,Recreational and Vacation Camps (except Campgrounds) ,Recreational and Vacation Camps (except Campgrounds) ,Recreational and Vacation Camps (except Campgrounds) ,Recreational and Vacation Camps (except Campgrounds) ,Recreational and Vacation Camps (except Campgrounds) 
2017,7213,Rooming and Boarding Houses,Rooming and Boarding Houses,Rooming and Boarding Houses,Rooming and Boarding Houses,Rooming and Boarding Houses
2018,72131,Rooming and Boarding Houses,Rooming and Boarding Houses,Rooming and Boarding Houses,Rooming and Boarding Houses,Rooming and Boarding Houses
2019,721310,Rooming and Boarding Houses ,Rooming and Boarding Houses ,Rooming and Boarding Houses ,Rooming and Boarding Houses ,Rooming and Boarding Houses 
2020,722,Food Services and Drinking Places,Food Services and Drinking Places,Food Services and Drinking Places,Food Services and Drinking Places,Food Services and Drinking Places
2021,7223,Special Food Services,Special Food Services,Special Food Services,Special Food Services,Special Food Services
2022,72231,Food Service Contractors,Food Service Contractors,Food Service Contractors,Food Service Contractors,Food Service Contractors
2023,722310,Food Service Contractors,Food Service Contractors,Food Service Contractors,Food Service Contractors,Food Service Contractors
2024,72232,Caterers,Caterers,Caterers,Caterers,Caterers
2025,722320,Caterers,Caterers,Caterers,Caterers,Caterers
2026,72233,Mobile Food Services,Mobile Food Services,Mobile Food Services,Mobile Food Services,Mobile Food Services
2027,722330,Mobile Food Services,Mobile Food Services,Mobile Food Services,Mobile Food Services,Mobile Food Services
2028,7224,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
2029,72241,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages)
2030,722410,Drinking Places (Alcoholic Beverages) ,Drinking Places (Alcoholic Beverages) ,Drinking Places (Alcoholic Beverages) ,Drinking Places (Alcoholic Beverages) ,Drinking Places (Alcoholic Beverages) 
2031,7225,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places
2032,72251,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Restaurants and Other Eating Places
2033,722511,Full-Service Restaurants ,Full-Service Restaurants ,Full-Service Restaurants ,Full-Service Restaurants ,Full-Service Restaurants 
2034,722513,Limited-Service Restaurants ,Limited-Service Restaurants ,Limited-Service Restaurants ,Limited-Service Restaurants ,Limited-Service Restaurants 
2035,722514,"Cafeterias, Grill Buffets, and Buffets ","Cafeterias, Grill Buffets, and Buffets ","Cafeterias, Grill Buffets, and Buffets ","Cafeterias, Grill Buffets, and Buffets ","Cafeterias, Grill Buffets, and Buffets "
2036,722515,Snack and Nonalcoholic Beverage Bars ,Snack and Nonalcoholic Beverage Bars ,Snack and Nonalcoholic Beverage Bars ,Snack and Nonalcoholic Beverage Bars ,Snack and Nonalcoholic Beverage Bars 
2037,81,Other Services (except Public Administration),Other Services (except Public Administration),Other Services (except Public Administration),Other Services (except Public Administration),Other Services (except Public Administration)
2038,811,Repair and Maintenance,Repair and Maintenance,Repair and Maintenance,Repair and Maintenance,Repair and Maintenance
2039,8111,Automotive Repair and Maintenance,Automotive Repair and Maintenance,Automotive Repair and Maintenance,Automotive Repair and Maintenance,Automotive Repair and Maintenance
2040,81111,Automotive Mechanical and Electrical Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance,Automotive Mechanical and Electrical Repair and Maintenance
2041,811111,General Automotive Repair ,General Automotive Repair ,General Automotive Repair ,General Automotive Repair ,General Automotive Repair 
2042,811112,Automotive Exhaust System Repair ,Automotive Exhaust System Repair ,Automotive Exhaust System Repair ,Automotive Exhaust System Repair ,Automotive Exhaust System Repair 
2043,811113,Automotive Transmission Repair ,Automotive Transmission Repair ,Automotive Transmission Repair ,Automotive Transmission Repair ,Automotive Transmission Repair 
2044,811118,Other Automotive Mechanical and Electrical Repair and Maintenance ,Other Automotive Mechanical and Electrical Repair and Maintenance ,Other Automotive Mechanical and Electrical Repair and Maintenance ,Other Automotive Mechanical and Electrical Repair and Maintenance ,Other Automotive Mechanical and Electrical Repair and Maintenance 
2045,81112,"Automotive Body, Paint, Interior, and Glass Repair","Automotive Body, Paint, Interior, and Glass Repair","Automotive Body, Paint, Interior, and Glass Repair","Automotive Body, Paint, Interior, and Glass Repair","Automotive Body, Paint, Interior, and Glass Repair"
2046,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ","Automotive Body, Paint, and Interior Repair and Maintenance ","Automotive Body, Paint, and Interior Repair and Maintenance ","Automotive Body, Paint, and Interior Repair and Maintenance ","Automotive Body, Paint, and Interior Repair and Maintenance "
2047,811122,Automotive Glass Replacement Shops ,Automotive Glass Replacement Shops ,Automotive Glass Replacement Shops ,Automotive Glass Replacement Shops ,Automotive Glass Replacement Shops 
2048,81119,Other Automotive Repair and Maintenance,Other Automotive Repair and Maintenance,Other Automotive Repair and Maintenance,Other Automotive Repair and Maintenance,Other Automotive Repair and Maintenance
2049,811191,Automotive Oil Change and Lubrication Shops ,Automotive Oil Change and Lubrication Shops ,Automotive Oil Change and Lubrication Shops ,Automotive Oil Change and Lubrication Shops ,Automotive Oil Change and Lubrication Shops 
2050,811192,Car Washes ,Car Washes ,Car Washes ,Car Washes ,Car Washes 
2051,811198,All Other Automotive Repair and Maintenance ,All Other Automotive Repair and Maintenance ,All Other Automotive Repair and Maintenance ,All Other Automotive Repair and Maintenance ,All Other Automotive Repair and Maintenance 
2052,8112,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance
2053,81121,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance,Electronic and Precision Equipment Repair and Maintenance
2054,811211,Consumer Electronics Repair and Maintenance ,Consumer Electronics Repair and Maintenance ,Consumer Electronics Repair and Maintenance ,Consumer Electronics Repair and Maintenance ,Consumer Electronics Repair and Maintenance 
2055,811212,Computer and Office Machine Repair and Maintenance ,Computer and Office Machine Repair and Maintenance ,Computer and Office Machine Repair and Maintenance ,Computer and Office Machine Repair and Maintenance ,Computer and Office Machine Repair and Maintenance 
2056,811213,Communication Equipment Repair and Maintenance ,Communication Equipment Repair and Maintenance ,Communication Equipment Repair and Maintenance ,Communication Equipment Repair and Maintenance ,Communication Equipment Repair and Maintenance 
2057,811219,Other Electronic and Precision Equipment Repair and Maintenance ,Other Electronic and Precision Equipment Repair and Maintenance ,Other Electronic and Precision Equipment Repair and Maintenance ,Other Electronic and Precision Equipment Repair and Maintenance ,Other Electronic and Precision Equipment Repair and Maintenance 
2058,8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2059,81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
